,Course Code,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (grade),Scholarship holder,Debtor,Previous qualification (grade),Gender,Attendance,Marital status,Tuition fees up to date,Target,CGPA,DropOff_Rate,Appreciation_Rate
3475,9085,20,0,15.692307692307692,0,14.428571428571429,no,no,131.0,male,present,single,yes,Graduate,4.183455433455434,1.26,0.0
3476,9003,20,13,15.052631578947368,11,14.538461538461538,yes,yes,147.0,male,present,single,yes,Graduate,4.10987404408457,0.51,0.0
3477,9991,21,6,11.5,5,12.4,no,no,141.0,male,absent,single,yes,Dropout,3.319444444444444,0.0,0.9
3479,9254,19,0,13.0,0,13.166666666666666,yes,no,135.0,female,present,single,yes,Graduate,3.6342592592592586,0.0,0.17
3480,9500,18,0,12.93875,0,12.93875,yes,no,133.0,female,present,single,yes,Graduate,3.5940972222222225,0.0,0.0
3483,9500,37,0,13.0,0,12.88,no,no,133.1,female,present,married,no,Dropout,3.5944444444444446,0.12,0.0
3486,9500,18,0,13.0,0,13.0,no,no,149.0,female,present,single,yes,Graduate,3.611111111111111,0.0,0.0
3489,9238,20,0,11.0,0,12.166666666666666,no,no,106.0,female,present,single,yes,Graduate,3.217592592592592,0.0,1.17
3495,9003,19,0,15.5,0,14.1,no,no,124.0,female,present,single,yes,Graduate,4.111111111111112,1.4,0.0
3498,9773,18,0,12.666666666666666,0,13.5,yes,no,140.0,female,present,single,yes,Graduate,3.6342592592592586,0.0,0.83
3500,9147,19,0,12.6,0,13.6,yes,no,122.0,female,present,single,yes,Dropout,3.638888888888889,0.0,1.0
3502,9670,19,0,13.0,0,13.0,no,no,160.0,female,present,single,no,Graduate,3.611111111111111,0.0,0.0
3504,9670,18,0,12.166666666666666,0,13.0,yes,no,141.0,female,present,single,yes,Graduate,3.49537037037037,0.0,0.83
3507,9670,19,0,11.5,0,11.6,no,no,131.0,female,present,single,yes,Graduate,3.2083333333333335,0.0,0.1
3509,9070,22,2,12.285714285714286,5,12.375,yes,no,130.0,female,present,single,yes,Graduate,3.425099206349206,0.0,0.09
3510,9500,18,0,12.718571428571428,0,12.805555555555555,yes,no,140.0,female,present,single,yes,Dropout,3.545017636684303,0.0,0.09
3519,9991,34,6,11.714285714285714,4,11.5,no,yes,120.0,female,absent,single,yes,Dropout,3.2242063492063493,0.21,0.0
3520,9991,26,0,12.6,0,13.714285714285714,no,no,160.0,female,absent,single,yes,Graduate,3.6547619047619047,0.0,1.11
3521,171,24,12,11.642857142857142,12,11.25,no,no,125.0,female,present,single,yes,Dropout,3.179563492063492,0.39,0.0
3522,9670,17,0,14.875,0,13.428571428571429,yes,no,146.0,female,present,single,yes,Graduate,3.9310515873015874,1.45,0.0
3525,9003,19,0,12.714285714285714,0,13.5,no,no,140.0,female,present,single,yes,Graduate,3.640873015873016,0.0,0.79
3526,9003,49,4,11.6,2,11.2,no,yes,111.0,female,present,married,no,Dropout,3.166666666666666,0.4,0.0
3527,9500,23,0,11.94,0,12.2,no,no,120.0,female,present,single,yes,Dropout,3.352777777777778,0.0,0.26
3530,9670,19,0,13.333333333333334,0,13.8,no,no,106.0,female,present,single,yes,Graduate,3.768518518518518,0.0,0.47
3532,9147,18,0,13.4,0,15.0,no,no,151.0,female,present,single,yes,Graduate,3.944444444444444,0.0,1.6
3535,9991,28,13,12.0,9,11.333333333333334,no,no,120.0,female,absent,single,yes,Dropout,3.240740740740741,0.67,0.0
3539,9070,20,0,13.666666666666666,0,12.166666666666666,no,no,139.0,female,present,single,yes,Graduate,3.587962962962963,1.5,0.0
3545,9500,18,0,13.266666666666666,0,13.266666666666666,yes,no,156.0,female,present,single,yes,Graduate,3.6851851851851847,0.0,0.0
3546,9500,18,0,12.5125,0,14.1875,yes,no,143.0,female,present,single,yes,Graduate,3.708333333333333,0.0,1.68
3549,9500,23,0,13.483333333333334,0,13.483333333333334,no,no,127.0,female,present,single,yes,Graduate,3.7453703703703707,0.0,0.0
3553,9119,20,0,16.5,0,17.714285714285715,no,yes,150.0,female,present,single,yes,Dropout,4.751984126984127,0.0,1.21
3555,9085,20,1,13.8,1,13.142857142857142,no,no,150.0,female,present,single,yes,Graduate,3.742063492063492,0.66,0.0
3561,9773,19,0,13.833333333333334,0,13.625,no,no,146.0,female,present,single,yes,Graduate,3.8136574074074074,0.21,0.0
3566,9070,38,14,14.5,13,14.5,no,no,140.0,female,present,married,yes,Graduate,4.027777777777778,0.0,0.0
3567,9119,20,0,14.0,0,13.8,yes,no,126.0,female,present,single,yes,Graduate,3.861111111111111,0.2,0.0
3571,9119,18,0,16.2,0,16.0,no,no,148.0,female,present,single,yes,Graduate,4.472222222222222,0.2,0.0
3572,9991,28,7,10.285714285714286,5,10.6,no,no,133.1,female,absent,single,yes,Dropout,2.9007936507936507,0.0,0.31
3574,9254,20,0,13.571428571428571,0,13.166666666666666,yes,no,132.0,female,present,single,yes,Graduate,3.7136243386243386,0.4,0.0
3575,9130,18,0,14.285714285714286,0,14.857142857142858,no,no,140.0,female,present,single,yes,Graduate,4.047619047619048,0.0,0.57
3579,9670,20,0,14.833333333333334,0,14.833333333333334,yes,no,150.0,female,present,single,yes,Graduate,4.12037037037037,0.0,0.0
3580,9003,21,0,13.625,0,12.6,no,no,150.0,female,present,single,yes,Graduate,3.642361111111111,1.03,0.0
3581,9130,24,0,12.271428571428572,0,13.657142857142857,no,yes,144.0,female,present,married,yes,Graduate,3.6011904761904763,0.0,1.39
3584,8014,39,3,13.22222222222222,2,13.142857142857142,no,no,133.1,female,absent,single,yes,Graduate,3.6618165784832444,0.08,0.0
3587,9070,19,6,13.166666666666666,6,13.0,no,no,133.0,female,present,single,yes,Graduate,3.6342592592592586,0.17,0.0
3592,9670,27,7,12.333333333333334,6,13.166666666666666,no,no,110.0,female,present,single,yes,Dropout,3.5416666666666665,0.0,0.83
3593,9773,18,0,13.0,0,11.8,no,yes,127.0,female,present,single,yes,Dropout,3.4444444444444446,1.2,0.0
3597,9238,18,0,13.5,0,12.166666666666666,no,no,133.0,male,present,single,yes,Graduate,3.5648148148148144,1.33,0.0
3598,9773,18,0,12.666666666666666,0,12.8,yes,no,109.0,male,present,single,yes,Graduate,3.537037037037037,0.0,0.13
3599,9147,23,7,15.090909090909092,2,14.5,no,no,133.1,male,present,single,yes,Dropout,4.109848484848485,0.59,0.0
3601,9773,18,0,13.166666666666666,0,12.666666666666666,no,no,134.0,female,present,single,yes,Graduate,3.587962962962963,0.5,0.0
3602,9773,18,0,12.833333333333334,0,12.833333333333334,no,no,125.0,female,present,single,yes,Graduate,3.564814814814815,0.0,0.0
3604,9773,20,0,11.833333333333334,0,12.166666666666666,no,no,132.0,female,present,single,yes,Graduate,3.333333333333333,0.0,0.33
3606,9070,21,2,11.8,5,11.0,no,no,100.0,female,present,single,yes,Dropout,3.1666666666666665,0.8,0.0
3608,9119,20,0,15.8,0,14.571428571428571,no,no,125.0,female,present,single,yes,Dropout,4.218253968253968,1.23,0.0
3611,9670,20,0,14.666666666666666,0,13.857142857142858,no,no,117.0,female,present,single,yes,Graduate,3.9616402116402116,0.81,0.0
3617,9238,18,0,13.6,0,11.8,no,yes,133.0,male,present,single,yes,Dropout,3.5277777777777777,1.8,0.0
3618,9773,18,0,12.5,0,13.833333333333334,no,no,143.0,male,present,single,yes,Graduate,3.6574074074074074,0.0,1.33
3619,9238,21,0,13.333333333333334,0,13.5,yes,no,143.0,male,present,single,yes,Graduate,3.726851851851852,0.0,0.17
3621,9500,18,0,15.101428571428572,0,16.09375,yes,no,141.0,male,present,single,yes,Graduate,4.33266369047619,0.0,0.99
3622,9238,18,0,13.166666666666666,0,16.0,yes,no,140.0,male,present,single,yes,Graduate,4.050925925925926,0.0,2.83
3629,9670,19,0,13.833333333333334,0,14.285714285714286,yes,no,123.0,male,present,single,no,Graduate,3.9054232804232805,0.0,0.45
3630,9500,20,0,12.357142857142858,0,13.0,yes,no,108.0,male,present,single,yes,Graduate,3.5218253968253967,0.0,0.64
3633,9254,33,5,12.416666666666666,5,13.0,no,no,170.0,male,present,single,yes,Graduate,3.530092592592592,0.0,0.58
3635,9500,21,12,14.933333333333334,12,14.933333333333334,no,no,141.0,male,present,single,yes,Graduate,4.148148148148148,0.0,0.0
3636,9773,19,0,13.0,0,11.666666666666666,no,no,125.0,male,present,single,yes,Graduate,3.4259259259259256,1.33,0.0
3638,9500,18,0,14.455000000000002,0,13.91,no,no,143.0,male,present,married,yes,Graduate,3.9395833333333337,0.55,0.0
3639,9670,18,0,14.0,0,13.285714285714286,yes,no,142.0,male,present,single,yes,Graduate,3.7896825396825395,0.71,0.0
3640,9773,20,0,13.5,0,12.666666666666666,yes,no,150.0,male,present,single,yes,Graduate,3.6342592592592586,0.83,0.0
3642,8014,20,0,11.666666666666666,0,14.0,yes,no,133.1,male,absent,single,yes,Graduate,3.5648148148148144,0.0,2.33
3644,9238,19,0,11.714285714285714,0,11.833333333333334,yes,no,121.0,male,present,single,yes,Graduate,3.2705026455026456,0.0,0.12
3645,9238,21,0,12.666666666666666,0,12.428571428571429,no,no,133.1,male,present,single,yes,Graduate,3.4854497354497354,0.24,0.0
3648,9500,18,0,12.328571428571427,0,12.328571428571427,no,no,132.0,male,present,single,yes,Graduate,3.424603174603174,0.0,0.0
3650,9070,20,5,13.25,5,12.727272727272728,yes,no,135.0,male,present,single,yes,Graduate,3.6079545454545454,0.52,0.0
3652,9130,18,0,13.3,0,15.125,yes,no,133.0,male,present,single,yes,Graduate,3.9479166666666665,0.0,1.82
3654,9773,18,0,12.833333333333334,0,12.166666666666666,no,no,135.0,male,present,single,yes,Graduate,3.4722222222222223,0.67,0.0
3655,9238,20,3,12.833333333333334,2,12.833333333333334,yes,no,140.0,male,present,single,yes,Graduate,3.564814814814815,0.0,0.0
3657,9500,20,0,13.271428571428572,0,14.471428571428572,no,no,122.0,male,present,single,yes,Graduate,3.8531746031746033,0.0,1.2
3658,9991,20,0,12.4,0,12.833333333333334,yes,no,143.0,male,absent,single,yes,Graduate,3.5046296296296298,0.0,0.43
3661,9773,18,0,14.285714285714286,0,13.25,no,no,156.0,male,present,single,yes,Graduate,3.824404761904762,1.04,0.0
3663,9500,19,0,12.583333333333334,0,12.671428571428573,yes,no,142.0,male,present,single,yes,Graduate,3.5076058201058204,0.0,0.09
3664,9500,19,0,13.731666666666667,0,13.771428571428572,no,no,126.0,male,present,single,yes,Dropout,3.819874338624339,0.0,0.04
3666,9070,47,8,14.625,5,13.4,no,no,170.0,female,present,married,yes,Dropout,3.8923611111111107,1.22,0.0
3668,9238,19,0,12.666666666666666,0,12.666666666666666,yes,yes,133.0,male,present,single,yes,Graduate,3.518518518518518,0.0,0.0
3669,9500,20,0,12.491666666666667,0,12.491666666666667,no,no,122.0,male,present,single,yes,Graduate,3.4699074074074074,0.0,0.0
3670,171,19,6,13.666666666666666,4,14.166666666666666,yes,no,138.0,male,present,single,yes,Graduate,3.8657407407407405,0.0,0.5
3671,9085,19,0,16.0,0,14.5,no,no,163.0,male,present,single,yes,Graduate,4.236111111111111,1.5,0.0
3672,9085,19,2,14.142857142857142,1,13.0,no,no,150.0,male,present,single,yes,Graduate,3.7698412698412698,1.14,0.0
3674,9070,20,0,12.666666666666666,0,13.0,yes,no,144.0,male,present,single,yes,Graduate,3.5648148148148144,0.0,0.33
3675,9070,21,0,12.5,0,12.666666666666666,no,no,118.0,male,present,single,yes,Graduate,3.49537037037037,0.0,0.17
3678,9670,22,0,15.166666666666666,0,16.0,no,no,133.1,male,present,single,yes,Graduate,4.328703703703703,0.0,0.83
3679,9853,19,0,12.666666666666666,0,12.0,yes,no,124.0,male,present,single,yes,Graduate,3.4259259259259256,0.67,0.0
3685,9003,24,0,15.714285714285714,0,15.9,no,no,120.0,female,present,single,yes,Dropout,4.390873015873016,0.0,0.19
3686,9147,26,11,10.818181818181818,12,11.636363636363637,no,no,133.1,female,present,single,yes,Dropout,3.1186868686868685,0.0,0.82
3696,9254,21,0,12.666666666666666,0,11.4,no,no,112.0,female,present,single,yes,Graduate,3.3425925925925926,1.27,0.0
3698,9500,20,0,12.87857142857143,0,11.85625,no,no,133.1,female,present,single,yes,Graduate,3.435391865079365,1.02,0.0
3704,9670,19,0,14.166666666666666,0,14.0,no,no,121.0,female,present,single,yes,Graduate,3.9120370370370368,0.17,0.0
3708,9070,19,0,12.666666666666666,0,11.8,no,yes,128.0,female,present,single,no,Dropout,3.3981481481481484,0.87,0.0
3725,9003,22,4,11.4,2,11.666666666666666,no,no,130.0,female,present,single,yes,Dropout,3.2037037037037037,0.0,0.27
3728,8014,42,8,14.454545454545457,7,14.2,no,no,110.0,female,absent,single,yes,Graduate,3.97979797979798,0.25,0.0
3729,9003,21,8,14.538461538461538,4,14.461538461538462,no,yes,133.1,female,present,single,yes,Graduate,4.027777777777778,0.08,0.0
3730,9500,23,0,12.733333333333334,0,11.95,no,no,132.0,female,present,single,yes,Graduate,3.4282407407407405,0.78,0.0
3734,9147,22,5,11.2,5,11.25,no,no,129.0,female,present,single,yes,Dropout,3.1180555555555554,0.0,0.05
3735,9500,19,0,13.2,0,13.2,no,no,144.0,female,present,single,yes,Graduate,3.6666666666666665,0.0,0.0
3738,9119,18,0,13.6,0,14.6,no,no,133.0,female,present,single,yes,Graduate,3.9166666666666665,0.0,1.0
3740,9670,24,0,12.857142857142858,0,13.666666666666666,no,no,133.1,female,present,single,yes,Dropout,3.683862433862434,0.0,0.81
3742,9670,19,0,13.5,0,14.0,yes,no,118.0,male,present,single,yes,Graduate,3.819444444444444,0.0,0.5
3746,9500,19,0,12.82875,0,12.82875,yes,no,125.0,male,present,single,yes,Graduate,3.5635416666666666,0.0,0.0
3749,9070,19,0,14.666666666666666,0,13.166666666666666,no,no,139.0,male,present,single,yes,Graduate,3.8657407407407405,1.5,0.0
3750,9500,19,0,13.937142857142858,0,13.937142857142858,no,no,130.0,male,present,single,yes,Graduate,3.8714285714285714,0.0,0.0
3751,9070,20,7,14.7,8,14.583333333333334,no,no,148.0,male,present,single,yes,Graduate,4.067129629629629,0.12,0.0
3752,9773,18,0,11.666666666666666,0,12.2,no,no,130.0,male,present,single,yes,Graduate,3.314814814814815,0.0,0.53
3753,9500,20,0,14.85,0,14.85,no,no,134.0,male,present,single,yes,Graduate,4.125,0.0,0.0
3755,9500,18,0,13.6875,0,15.622222222222222,no,no,137.0,male,present,single,yes,Dropout,4.070794753086419,0.0,1.93
3756,8014,58,0,12.4,0,11.6,no,no,130.0,male,absent,single,yes,Graduate,3.333333333333333,0.8,0.0
3757,9500,18,0,13.398,0,13.5425,no,no,137.0,male,present,single,yes,Graduate,3.741736111111111,0.0,0.14
3760,9147,29,13,11.76923076923077,12,11.928571428571429,no,no,150.0,male,present,single,yes,Graduate,3.291361416361416,0.0,0.16
3762,9085,21,0,13.285714285714286,0,13.0,yes,no,133.1,male,present,single,yes,Graduate,3.6507936507936507,0.29,0.0
3763,9238,20,0,11.666666666666666,0,11.166666666666666,yes,no,134.0,male,present,single,yes,Graduate,3.171296296296296,0.5,0.0
3764,9238,19,0,11.5,0,12.2,yes,no,125.0,male,present,single,yes,Graduate,3.2916666666666665,0.0,0.7
3765,9500,22,0,13.081666666666669,0,13.15,yes,no,141.0,male,present,single,yes,Graduate,3.6432870370370374,0.0,0.07
3766,9070,19,0,12.666666666666666,0,13.0,yes,no,138.0,male,present,single,yes,Graduate,3.5648148148148144,0.0,0.33
3769,9773,18,0,13.166666666666666,0,13.2,yes,no,131.0,male,present,single,yes,Dropout,3.662037037037037,0.0,0.03
3771,9003,20,0,11.666666666666666,0,12.6,no,no,140.0,male,present,single,yes,Graduate,3.3703703703703702,0.0,0.93
3772,9238,19,0,13.5,0,13.428571428571429,yes,no,127.0,male,present,single,yes,Graduate,3.740079365079365,0.07,0.0
3774,9238,18,0,13.166666666666666,0,14.142857142857142,yes,no,117.0,male,present,single,yes,Graduate,3.792989417989418,0.0,0.98
3776,9003,20,0,13.375,0,13.0,no,no,160.0,male,present,single,no,Graduate,3.663194444444444,0.38,0.0
3777,9070,19,0,13.166666666666666,0,12.666666666666666,no,no,128.0,male,present,single,yes,Graduate,3.587962962962963,0.5,0.0
3780,9500,18,0,13.154285714285717,0,13.154285714285717,no,no,135.0,male,present,single,yes,Graduate,3.6539682539682543,0.0,0.0
3781,9070,19,0,12.833333333333334,0,12.833333333333334,yes,no,139.0,male,present,single,yes,Graduate,3.564814814814815,0.0,0.0
3782,9853,18,0,12.142857142857142,0,13.142857142857142,no,no,125.0,male,present,single,yes,Graduate,3.511904761904762,0.0,1.0
3790,9500,18,0,14.594444444444443,0,13.472,no,no,134.0,female,present,single,yes,Graduate,3.898117283950617,1.12,0.0
3795,9119,18,0,14.0,0,13.2,no,no,113.0,female,present,single,yes,Graduate,3.7777777777777777,0.8,0.0
3796,9254,18,0,13.571428571428571,0,11.8,no,no,126.0,female,present,single,yes,Graduate,3.523809523809524,1.77,0.0
3798,9670,19,0,14.25,0,13.857142857142858,no,no,141.0,female,present,single,yes,Graduate,3.9037698412698414,0.39,0.0
3801,9500,19,0,13.542857142857144,0,13.542857142857144,yes,no,144.0,male,present,single,yes,Graduate,3.7619047619047623,0.0,0.0
3802,8014,39,3,13.11111111111111,2,11.714285714285714,yes,no,140.0,male,absent,married,yes,Graduate,3.4479717813051143,1.4,0.0
3803,8014,30,3,12.666666666666666,2,12.142857142857142,no,no,100.0,male,absent,single,yes,Graduate,3.445767195767196,0.52,0.0
3806,9070,20,0,13.666666666666666,0,13.333333333333334,no,no,147.0,male,present,single,yes,Graduate,3.75,0.33,0.0
3807,8014,55,0,13.833333333333334,1,12.833333333333334,no,no,149.0,male,absent,single,yes,Graduate,3.7037037037037037,1.0,0.0
3808,9070,53,15,13.176470588235292,13,13.0,no,no,130.0,male,present,married,yes,Dropout,3.6356209150326793,0.18,0.0
3812,9238,28,8,11.666666666666666,8,12.555555555555555,no,no,149.0,male,present,single,yes,Graduate,3.3641975308641974,0.0,0.89
3813,8014,37,12,16.5,8,16.90909090909091,no,no,180.0,male,absent,single,yes,Graduate,4.640151515151515,0.0,0.41
3814,9238,20,8,12.333333333333334,3,11.77777777777778,no,no,110.0,male,present,single,yes,Graduate,3.348765432098766,0.56,0.0
3817,9003,23,17,11.894736842105264,12,12.923076923076923,yes,no,120.0,female,present,single,yes,Graduate,3.446918578497526,0.0,1.03
3822,9773,18,0,15.166666666666666,0,14.833333333333334,no,no,141.0,female,present,single,yes,Graduate,4.166666666666667,0.33,0.0
3827,9003,20,0,12.6,0,13.2,yes,no,140.0,female,present,single,yes,Graduate,3.583333333333333,0.0,0.6
3830,9500,18,0,12.365714285714288,0,12.365714285714288,no,no,143.0,female,present,single,yes,Graduate,3.4349206349206356,0.0,0.0
3848,9003,28,4,11.88888888888889,2,11.6,no,yes,130.0,female,present,single,no,Dropout,3.2623456790123453,0.29,0.0
3849,9773,19,0,13.833333333333334,0,13.666666666666666,no,no,121.0,female,present,single,yes,Graduate,3.819444444444444,0.17,0.0
3851,9773,55,0,11.4,0,12.4,no,no,120.0,female,present,married,no,Dropout,3.3055555555555554,0.0,1.0
3853,9003,35,14,10.642857142857142,12,10.666666666666666,no,yes,120.0,female,present,married,yes,Dropout,2.9596560846560847,0.0,0.02
3855,9773,20,0,16.833333333333332,0,16.666666666666668,no,no,124.0,female,present,single,yes,Graduate,4.652777777777778,0.17,0.0
3856,9254,36,0,13.571428571428571,0,13.2,no,no,150.0,female,present,single,yes,Graduate,3.7182539682539684,0.37,0.0
3857,9991,34,0,14.714285714285714,0,14.375,yes,yes,133.1,female,absent,single,yes,Graduate,4.040178571428571,0.34,0.0
3862,9773,18,0,12.0,0,12.833333333333334,yes,no,140.0,female,present,single,yes,Graduate,3.4490740740740744,0.0,0.83
3863,9238,19,0,11.125,0,11.857142857142858,no,no,124.0,female,present,single,yes,Graduate,3.1919642857142856,0.0,0.73
3867,9500,21,0,14.54,0,14.54,no,no,152.0,female,present,single,yes,Graduate,4.038888888888889,0.0,0.0
3870,9670,21,0,14.75,0,14.333333333333334,no,no,133.1,female,present,single,yes,Graduate,4.039351851851852,0.42,0.0
3871,9147,20,0,12.375,0,11.666666666666666,yes,no,124.0,female,present,single,yes,Graduate,3.33912037037037,0.71,0.0
3872,9500,22,0,12.733333333333334,0,12.733333333333334,no,no,119.1,female,present,single,yes,Graduate,3.537037037037037,0.0,0.0
3876,9500,19,0,13.44285714285714,0,13.771428571428572,no,no,145.0,male,present,single,yes,Dropout,3.779761904761904,0.0,0.33
3877,9500,20,0,14.2,0,14.2,yes,no,141.0,male,present,single,yes,Graduate,3.944444444444444,0.0,0.0
3878,9500,19,0,13.55,0,13.55,yes,no,118.9,male,present,single,yes,Graduate,3.763888888888889,0.0,0.0
3879,9991,35,0,11.6,0,11.166666666666666,no,no,160.0,male,absent,married,yes,Graduate,3.1620370370370368,0.43,0.0
3880,9773,22,0,13.571428571428571,0,15.285714285714286,no,no,111.0,male,present,single,yes,Graduate,4.007936507936508,0.0,1.71
3881,9254,20,0,13.833333333333334,0,15.0,yes,no,111.0,male,present,single,yes,Graduate,4.00462962962963,0.0,1.17
3884,9500,30,0,15.675714285714283,0,15.675714285714283,no,no,140.0,male,present,single,yes,Graduate,4.3543650793650786,0.0,0.0
3885,9238,18,0,10.833333333333334,0,12.0,yes,yes,122.0,male,present,single,yes,Graduate,3.1712962962962967,0.0,1.17
3888,9085,19,0,13.0,0,13.333333333333334,no,no,139.0,male,present,single,yes,Graduate,3.6574074074074074,0.0,0.33
3889,9130,21,0,12.242857142857144,0,14.125,yes,no,130.0,male,present,single,yes,Graduate,3.662202380952381,0.0,1.88
3895,9500,18,0,13.183333333333332,0,13.183333333333332,yes,no,140.0,female,present,single,yes,Graduate,3.6620370370370363,0.0,0.0
3897,9500,20,0,11.9725,0,12.65125,yes,no,134.0,female,present,single,yes,Graduate,3.419965277777778,0.0,0.68
3898,9254,34,0,12.4,0,12.8,no,no,130.0,male,present,married,yes,Graduate,3.5000000000000004,0.0,0.4
3900,9500,22,0,13.9,0,13.9,yes,no,142.0,male,present,single,yes,Graduate,3.861111111111111,0.0,0.0
3906,9500,21,0,13.957142857142856,0,13.957142857142856,yes,no,124.0,male,present,single,yes,Graduate,3.8769841269841265,0.0,0.0
3908,9238,42,0,13.333333333333334,0,15.285714285714286,yes,yes,126.6,male,present,married,yes,Graduate,3.974867724867725,0.0,1.95
3911,8014,33,3,15.714285714285714,2,15.5,no,no,160.0,male,absent,married,yes,Graduate,4.3353174603174605,0.21,0.0
3912,9254,20,0,11.0,0,11.4,no,no,105.0,male,present,single,yes,Graduate,3.1111111111111107,0.0,0.4
3914,9991,34,4,12.2,3,12.22222222222222,no,yes,140.0,male,absent,married,yes,Dropout,3.3919753086419746,0.0,0.02
3915,9147,18,0,13.0,0,14.0,no,no,138.0,male,present,single,yes,Graduate,3.75,0.0,1.0
3917,9853,18,0,13.333333333333334,0,12.333333333333334,no,no,135.0,male,present,single,yes,Graduate,3.564814814814815,1.0,0.0
3919,9500,21,0,12.91,0,12.91,no,no,121.0,male,present,single,yes,Graduate,3.5861111111111112,0.0,0.0
3921,9500,19,0,13.579999999999998,0,12.93625,yes,no,132.0,male,present,single,yes,Graduate,3.6828125,0.64,0.0
3923,8014,38,4,12.88888888888889,2,13.0,yes,no,160.0,male,absent,married,yes,Graduate,3.5956790123456788,0.0,0.11
3926,9500,19,0,14.34125,0,14.34125,no,no,147.0,male,present,single,yes,Graduate,3.9836805555555554,0.0,0.0
3927,9773,18,0,14.142857142857142,0,12.0,no,yes,130.0,male,present,single,no,Dropout,3.630952380952381,2.14,0.0
3930,9773,18,0,13.333333333333334,0,14.166666666666666,yes,no,151.0,male,present,single,yes,Graduate,3.819444444444444,0.0,0.83
3931,9130,18,0,14.5,0,12.857142857142858,no,no,132.0,male,present,single,yes,Graduate,3.7996031746031744,1.64,0.0
3932,9991,26,5,12.666666666666666,5,13.4,no,no,130.0,male,absent,single,yes,Graduate,3.6203703703703702,0.0,0.73
3938,9500,19,0,14.20857142857143,0,15.127777777777778,no,no,138.0,male,present,single,yes,Graduate,4.074492945326279,0.0,0.92
3939,9500,20,0,14.30714285714286,0,15.0125,no,no,118.0,male,present,single,yes,Graduate,4.0721726190476195,0.0,0.71
3945,9773,18,0,13.857142857142858,0,14.285714285714286,yes,no,115.0,male,present,single,yes,Graduate,3.908730158730159,0.0,0.43
3948,9670,43,0,11.0,0,13.0,yes,no,150.0,male,present,married,yes,Graduate,3.333333333333333,0.0,2.0
3949,9147,18,0,13.2,0,14.4,yes,no,153.0,male,present,single,yes,Graduate,3.8333333333333335,0.0,1.2
3952,9500,19,0,14.214285714285714,0,14.214285714285714,yes,no,144.0,male,present,single,yes,Graduate,3.948412698412698,0.0,0.0
3953,9085,18,0,13.0,0,12.4,no,no,130.0,male,present,single,yes,Graduate,3.5277777777777777,0.6,0.0
3956,9147,18,0,12.8,0,12.6,no,no,133.0,male,present,single,yes,Graduate,3.5277777777777777,0.2,0.0
3958,9500,18,0,13.971428571428572,0,15.75,no,no,133.0,male,present,single,yes,Graduate,4.127976190476191,0.0,1.78
3959,9085,19,0,15.0,0,14.857142857142858,yes,no,154.0,male,present,single,yes,Graduate,4.146825396825397,0.14,0.0
3962,9500,20,0,13.383333333333333,0,13.383333333333333,no,no,132.0,male,present,single,yes,Graduate,3.7175925925925926,0.0,0.0
3963,171,20,6,13.25,4,13.090909090909092,no,yes,133.1,male,present,single,yes,Graduate,3.658459595959596,0.16,0.0
3965,9500,18,0,13.01125,0,13.01125,yes,no,150.0,male,present,single,yes,Graduate,3.614236111111111,0.0,0.0
3969,9991,26,0,12.0,0,11.4,no,no,160.0,male,absent,single,yes,Graduate,3.2499999999999996,0.6,0.0
3970,9070,20,0,12.166666666666666,0,13.8,no,no,131.0,male,present,single,yes,Graduate,3.606481481481482,0.0,1.63
3971,9500,19,0,11.85,0,13.65,no,no,114.0,male,present,single,yes,Graduate,3.5416666666666665,0.0,1.8
3973,9500,20,0,12.327777777777778,0,11.736,yes,yes,140.0,male,present,single,yes,Graduate,3.3421913580246914,0.59,0.0
3975,9500,21,0,14.428571428571429,0,14.511111111111113,no,no,121.0,male,present,single,yes,Graduate,4.019400352733687,0.0,0.08
3976,9500,18,0,13.78,0,12.6125,no,no,130.0,male,present,single,yes,Graduate,3.6656249999999995,1.17,0.0
3977,9500,19,0,13.8,0,13.8,yes,no,141.0,male,present,single,yes,Graduate,3.8333333333333335,0.0,0.0
3978,9853,18,0,14.857142857142858,0,15.142857142857142,yes,no,131.0,male,present,single,yes,Graduate,4.166666666666667,0.0,0.29
3980,9238,18,0,12.142857142857142,0,13.333333333333334,yes,no,117.0,male,present,single,yes,Graduate,3.538359788359788,0.0,1.19
3981,9085,18,0,15.666666666666666,0,14.833333333333334,no,no,151.0,male,present,single,yes,Graduate,4.236111111111111,0.83,0.0
3982,9500,19,0,12.5,0,12.166666666666666,no,no,131.0,male,present,single,yes,Graduate,3.4259259259259256,0.33,0.0
3983,9238,19,0,12.833333333333334,0,13.166666666666666,yes,no,145.0,male,present,single,yes,Graduate,3.611111111111111,0.0,0.33
3985,9070,20,0,12.5,0,12.666666666666666,no,no,119.0,male,present,single,yes,Graduate,3.49537037037037,0.0,0.17
3987,9500,18,0,15.25,0,15.25,no,no,155.0,male,present,single,yes,Graduate,4.236111111111111,0.0,0.0
3989,9238,28,15,12.076923076923077,13,12.090909090909092,no,yes,130.0,male,present,single,yes,Graduate,3.3566433566433562,0.0,0.01
3990,9853,23,11,14.625,6,14.88888888888889,no,no,133.1,male,present,single,yes,Graduate,4.099151234567901,0.0,0.26
